3623
1 2 3
4 1 24
4 1 25
4 1 26
4 1 27
4 1 28
4 1 29
4 1 30
4 1 31
4 1 32
4 1 33
4 1 34
4 1 35
4 1 36
4 4 3
4 5 4
4 6 5
4 7 3
4 7 6
4 8 7
4 9 4
4 9 8
4 10 3
4 10 9
4 11 5
4 11 10
4 12 11
4 13 3
4 13 4
4 13 6
4 13 12
4 14 13
4 15 7
4 15 14
4 16 3
4 16 5
4 16 15
4 17 4
4 17 8
4 17 16
4 18 17
4 19 3
4 19 6
4 19 9
4 19 18
4 20 19
4 21 4
4 21 5
4 21 10
4 21 20
4 22 3
4 22 7
4 22 21
4 23 11
4 23 22
4 24 23
4 25 3
4 25 4
4 25 6
4 25 8
4 25 12
4 25 24
4 26 5
4 26 25
4 27 13
4 27 26
4 28 3
4 28 9
4 28 27
4 29 4
4 29 7
4 29 14
4 29 28
4 30 29
4 31 3
4 31 5
4 31 6
4 31 10
4 31 15
4 31 30
4 32 31
4 33 4
4 33 8
4 33 16
4 33 32
4 34 3
4 34 11
4 34 33
4 35 17
4 35 34
4 36 5
4 36 7
4 36 35
5 0 3
5 0 4
5 0 5
5 0 6
5 0 7
5 0 8
5 0 9
5 0 10
5 0 11
5 0 12
5 0 13
5 0 14
5 0 15
5 0 16
5 0 17
5 0 18
5 0 19
5 0 20
5 0 21
5 0 22
5 0 23
5 0 24
5 0 25
5 0 26
5 0 27
5 0 28
5 0 29
5 0 30
5 0 31
5 0 32
5 0 33
5 0 34
5 0 35
5 0 36
5 3 3
5 4 4
5 5 5
5 6 3
5 6 6
5 7 7
5 8 4
5 8 8
5 9 3
5 9 9
5 10 5
5 10 10
5 11 11
5 12 3
5 12 4
5 12 6
5 12 12
5 13 13
5 14 7
5 14 14
5 15 3
5 15 5
5 15 15
5 16 4
5 16 8
5 16 16
5 17 17
5 18 3
5 18 6
5 18 9
5 18 18
5 19 19
5 20 4
5 20 5
5 20 10
5 20 20
5 21 3
5 21 7
5 21 21
5 22 11
5 22 22
5 23 23
5 24 3
5 24 4
5 24 6
5 24 8
5 24 12
5 24 24
5 25 5
5 25 25
5 26 13
5 26 26
5 27 3
5 27 9
5 27 27
5 28 4
5 28 7
5 28 14
5 28 28
5 29 29
5 30 3
5 30 5
5 30 6
5 30 10
5 30 15
5 30 30
5 31 31
5 32 4
5 32 8
5 32 16
5 32 32
5 33 3
5 33 11
5 33 33
5 34 17
5 34 34
5 35 5
5 35 7
5 35 35
5 36 3
5 36 4
5 36 6
5 36 9
5 36 12
5 36 18
5 36 36
6 1 3
6 1 4
6 1 5
6 1 6
6 1 7
6 1 8
6 1 9
6 1 10
6 1 11
6 1 12
6 1 13
6 1 14
6 1 15
6 1 16
6 1 17
6 1 18
6 1 19
6 1 20
6 1 21
6 1 22
6 1 23
6 1 24
6 1 25
6 1 26
6 1 27
6 1 28
6 1 29
6 1 30
6 1 31
6 1 32
6 1 33
6 1 34
6 1 35
6 1 36
6 4 3
6 5 4
6 6 5
6 7 3
6 7 6
6 8 7
6 9 4
6 9 8
6 10 3
6 10 9
6 11 5
6 11 10
6 12 11
6 13 3
6 13 4
6 13 6
6 13 12
6 14 13
6 15 7
6 15 14
6 16 3
6 16 5
6 16 15
6 17 4
6 17 8
6 17 16
6 18 17
6 19 3
6 19 6
6 19 9
6 19 18
6 20 19
6 21 4
6 21 5
6 21 10
6 21 20
6 22 3
6 22 7
6 22 21
6 23 11
6 23 22
6 24 23
6 25 3
6 25 4
6 25 6
6 25 8
6 25 12
6 25 24
6 26 5
6 26 25
6 27 13
6 27 26
6 28 3
6 28 9
6 28 27
6 29 4
6 29 7
6 29 14
6 29 28
6 30 29
6 31 3
6 31 5
6 31 6
6 31 10
6 31 15
6 31 30
6 32 31
6 33 4
6 33 8
6 33 16
6 33 32
6 34 3
6 34 11
6 34 33
6 35 17
6 35 34
6 36 5
6 36 7
6 36 35
7 0 3
7 0 4
7 0 5
7 0 6
7 0 7
7 0 8
7 0 9
7 0 10
7 0 11
7 0 12
7 0 13
7 0 14
7 0 15
7 0 16
7 0 17
7 0 18
7 0 19
7 0 20
7 0 21
7 0 22
7 0 23
7 0 24
7 0 25
7 0 26
7 0 27
7 0 28
7 0 29
7 0 30
7 0 31
7 0 32
7 0 33
7 0 34
7 0 35
7 0 36
7 3 3
7 4 4
7 5 5
7 6 3
7 6 6
7 7 7
7 8 4
7 8 8
7 9 3
7 9 9
7 10 5
7 10 10
7 11 11
7 12 3
7 12 4
7 12 6
7 12 12
7 13 13
7 14 7
7 14 14
7 15 3
7 15 5
7 15 15
7 16 4
7 16 8
7 16 16
7 17 17
7 18 3
7 18 6
7 18 9
7 18 18
7 19 19
7 20 4
7 20 5
7 20 10
7 20 20
7 21 3
7 21 7
7 21 21
7 22 11
7 22 22
7 23 23
7 24 3
7 24 4
7 24 6
7 24 8
7 24 12
7 24 24
7 25 5
7 25 25
7 26 13
7 26 26
7 27 3
7 27 9
7 27 27
7 28 4
7 28 7
7 28 14
7 28 28
7 29 29
7 30 3
7 30 5
7 30 6
7 30 10
7 30 15
7 30 30
7 31 31
7 32 4
7 32 8
7 32 16
7 32 32
7 33 3
7 33 11
7 33 33
7 34 17
7 34 34
7 35 5
7 35 7
7 35 35
7 36 3
7 36 4
7 36 6
7 36 9
7 36 12
7 36 18
7 36 36
8 0 3
8 1 4
8 2 5
8 3 3
8 3 6
8 4 7
8 5 4
8 5 8
8 6 3
8 6 9
8 7 5
8 7 10
8 8 11
8 9 3
8 9 4
8 9 6
8 9 12
8 10 13
8 11 7
8 11 14
8 12 3
8 12 5
8 12 15
8 13 4
8 13 8
8 13 16
8 14 17
8 15 3
8 15 6
8 15 9
8 15 18
8 16 19
8 17 4
8 17 5
8 17 10
8 17 20
8 18 3
8 18 7
8 18 21
8 19 11
8 19 22
8 20 23
8 21 3
8 21 4
8 21 6
8 21 8
8 21 12
8 21 24
8 22 5
8 22 25
8 23 13
8 23 26
8 24 3
8 24 9
8 24 27
8 25 4
8 25 7
8 25 14
8 25 28
8 26 29
8 27 3
8 27 5
8 27 6
8 27 10
8 27 15
8 27 30
8 28 31
8 29 4
8 29 8
8 29 16
8 29 32
8 30 3
8 30 11
8 30 33
8 31 17
8 31 34
8 32 5
8 32 7
8 32 35
8 33 3
8 33 4
8 33 6
8 33 9
8 33 12
8 33 18
8 33 36
8 35 19
8 36 3
8 36 13
9 1 3
9 1 4
9 1 5
9 1 6
9 1 7
9 1 8
9 1 9
9 1 10
9 1 11
9 1 12
9 1 13
9 1 14
9 1 15
9 1 16
9 1 17
9 1 18
9 1 19
9 1 20
9 1 21
9 1 22
9 1 23
9 1 24
9 1 25
9 1 26
9 1 27
9 1 28
9 1 29
9 1 30
9 1 31
9 1 32
9 1 33
9 1 34
9 1 35
9 1 36
9 4 3
9 5 4
9 6 5
9 7 3
9 7 6
9 8 7
9 9 4
9 9 8
9 10 3
9 10 9
9 11 5
9 11 10
9 12 11
9 13 3
9 13 4
9 13 6
9 13 12
9 14 13
9 15 7
9 15 14
9 16 3
9 16 5
9 16 15
9 17 4
9 17 8
9 17 16
9 18 17
9 19 3
9 19 6
9 19 9
9 19 18
9 20 19
9 21 4
9 21 5
9 21 10
9 21 20
9 22 3
9 22 7
9 22 21
9 23 11
9 23 22
9 24 23
9 25 3
9 25 4
9 25 6
9 25 8
9 25 12
9 25 24
9 26 5
9 26 25
9 27 13
9 27 26
9 28 3
9 28 9
9 28 27
9 29 4
9 29 7
9 29 14
9 29 28
9 30 29
9 31 3
9 31 5
9 31 6
9 31 10
9 31 15
9 31 30
9 32 31
9 33 4
9 33 8
9 33 16
9 33 32
9 34 3
9 34 11
9 34 33
9 35 17
9 35 34
9 36 5
9 36 7
9 36 35
10 0 5
10 1 3
10 1 6
10 2 7
10 3 4
10 3 8
10 4 3
10 4 9
10 5 5
10 5 10
10 6 11
10 7 3
10 7 4
10 7 6
10 7 12
10 8 13
10 9 7
10 9 14
10 10 3
10 10 5
10 10 15
10 11 4
10 11 8
10 11 16
10 12 17
10 13 3
10 13 6
10 13 9
10 13 18
10 14 19
10 15 4
10 15 5
10 15 10
10 15 20
10 16 3
10 16 7
10 16 21
10 17 11
10 17 22
10 18 23
10 19 3
10 19 4
10 19 6
10 19 8
10 19 12
10 19 24
10 20 5
10 20 25
10 21 13
10 21 26
10 22 3
10 22 9
10 22 27
10 23 4
10 23 7
10 23 14
10 23 28
10 24 29
10 25 3
10 25 5
10 25 6
10 25 10
10 25 15
10 25 30
10 26 31
10 27 4
10 27 8
10 27 16
10 27 32
10 28 3
10 28 11
10 28 33
10 29 17
10 29 34
10 30 5
10 30 7
10 30 35
10 31 3
10 31 4
10 31 6
10 31 9
10 31 12
10 31 18
10 31 36
10 33 19
10 34 3
10 34 13
10 35 4
10 35 5
10 35 8
10 35 10
10 35 20
11 1 3
11 2 4
11 3 5
11 4 3
11 4 6
11 5 7
11 6 4
11 6 8
11 7 3
11 7 9
11 8 5
11 8 10
11 9 11
11 10 3
11 10 4
11 10 6
11 10 12
11 11 13
11 12 7
11 12 14
11 13 3
11 13 5
11 13 15
11 14 4
11 14 8
11 14 16
11 15 17
11 16 3
11 16 6
11 16 9
11 16 18
11 17 19
11 18 4
11 18 5
11 18 10
11 18 20
11 19 3
11 19 7
11 19 21
11 20 11
11 20 22
11 21 23
11 22 3
11 22 4
11 22 6
11 22 8
11 22 12
11 22 24
11 23 5
11 23 25
11 24 13
11 24 26
11 25 3
11 25 9
11 25 27
11 26 4
11 26 7
11 26 14
11 26 28
11 27 29
11 28 3
11 28 5
11 28 6
11 28 10
11 28 15
11 28 30
11 29 31
11 30 4
11 30 8
11 30 16
11 30 32
11 31 3
11 31 11
11 31 33
11 32 17
11 32 34
11 33 5
11 33 7
11 33 35
11 34 3
11 34 4
11 34 6
11 34 9
11 34 12
11 34 18
11 34 36
11 36 19
12 1 3
12 1 4
12 1 5
12 1 6
12 1 7
12 1 8
12 1 9
12 1 10
12 1 11
12 1 12
12 1 13
12 1 14
12 1 15
12 1 16
12 1 17
12 1 18
12 1 19
12 1 20
12 1 21
12 1 22
12 1 23
12 1 24
12 1 25
12 1 26
12 1 27
12 1 28
12 1 29
12 1 30
12 1 31
12 1 32
12 1 33
12 1 34
12 1 35
12 1 36
12 4 3
12 5 4
12 6 5
12 7 3
12 7 6
12 8 7
12 9 4
12 9 8
12 10 3
12 10 9
12 11 5
12 11 10
12 12 11
12 13 3
12 13 4
12 13 6
12 13 12
12 14 13
12 15 7
12 15 14
12 16 3
12 16 5
12 16 15
12 17 4
12 17 8
12 17 16
12 18 17
12 19 3
12 19 6
12 19 9
12 19 18
12 20 19
12 21 4
12 21 5
12 21 10
12 21 20
12 22 3
12 22 7
12 22 21
12 23 11
12 23 22
12 24 23
12 25 3
12 25 4
12 25 6
12 25 8
12 25 12
12 25 24
12 26 5
12 26 25
12 27 13
12 27 26
12 28 3
12 28 9
12 28 27
12 29 4
12 29 7
12 29 14
12 29 28
12 30 29
12 31 3
12 31 5
12 31 6
12 31 10
12 31 15
12 31 30
12 32 31
12 33 4
12 33 8
12 33 16
12 33 32
12 34 3
12 34 11
12 34 33
12 35 17
12 35 34
12 36 5
12 36 7
12 36 35
13 0 3
13 0 9
13 1 5
13 1 10
13 2 11
13 3 3
13 3 4
13 3 6
13 3 12
13 4 13
13 5 7
13 5 14
13 6 3
13 6 5
13 6 15
13 7 4
13 7 8
13 7 16
13 8 17
13 9 3
13 9 6
13 9 9
13 9 18
13 10 19
13 11 4
13 11 5
13 11 10
13 11 20
13 12 3
13 12 7
13 12 21
13 13 11
13 13 22
13 14 23
13 15 3
13 15 4
13 15 6
13 15 8
13 15 12
13 15 24
13 16 5
13 16 25
13 17 13
13 17 26
13 18 3
13 18 9
13 18 27
13 19 4
13 19 7
13 19 14
13 19 28
13 20 29
13 21 3
13 21 5
13 21 6
13 21 10
13 21 15
13 21 30
13 22 31
13 23 4
13 23 8
13 23 16
13 23 32
13 24 3
13 24 11
13 24 33
13 25 17
13 25 34
13 26 5
13 26 7
13 26 35
13 27 3
13 27 4
13 27 6
13 27 9
13 27 12
13 27 18
13 27 36
13 29 19
13 30 3
13 30 13
13 31 4
13 31 5
13 31 8
13 31 10
13 31 20
13 33 3
13 33 6
13 33 7
13 33 14
13 33 21
13 35 4
13 35 11
13 35 22
13 36 3
13 36 5
13 36 9
13 36 15
14 0 7
14 1 4
14 1 8
14 2 3
14 2 9
14 3 5
14 3 10
14 4 11
14 5 3
14 5 4
14 5 6
14 5 12
14 6 13
14 7 7
14 7 14
14 8 3
14 8 5
14 8 15
14 9 4
14 9 8
14 9 16
14 10 17
14 11 3
14 11 6
14 11 9
14 11 18
14 12 19
14 13 4
14 13 5
14 13 10
14 13 20
14 14 3
14 14 7
14 14 21
14 15 11
14 15 22
14 16 23
14 17 3
14 17 4
14 17 6
14 17 8
14 17 12
14 17 24
14 18 5
14 18 25
14 19 13
14 19 26
14 20 3
14 20 9
14 20 27
14 21 4
14 21 7
14 21 14
14 21 28
14 22 29
14 23 3
14 23 5
14 23 6
14 23 10
14 23 15
14 23 30
14 24 31
14 25 4
14 25 8
14 25 16
14 25 32
14 26 3
14 26 11
14 26 33
14 27 17
14 27 34
14 28 5
14 28 7
14 28 35
14 29 3
14 29 4
14 29 6
14 29 9
14 29 12
14 29 18
14 29 36
14 31 19
14 32 3
14 32 13
14 33 4
14 33 5
14 33 8
14 33 10
14 33 20
14 35 3
14 35 6
14 35 7
14 35 14
14 35 21
15 0 5
15 1 3
15 1 6
15 2 7
15 3 4
15 3 8
15 4 3
15 4 9
15 5 5
15 5 10
15 6 11
15 7 3
15 7 4
15 7 6
15 7 12
15 8 13
15 9 7
15 9 14
15 10 3
15 10 5
15 10 15
15 11 4
15 11 8
15 11 16
15 12 17
15 13 3
15 13 6
15 13 9
15 13 18
15 14 19
15 15 4
15 15 5
15 15 10
15 15 20
15 16 3
15 16 7
15 16 21
15 17 11
15 17 22
15 18 23
15 19 3
15 19 4
15 19 6
15 19 8
15 19 12
15 19 24
15 20 5
15 20 25
15 21 13
15 21 26
15 22 3
15 22 9
15 22 27
15 23 4
15 23 7
15 23 14
15 23 28
15 24 29
15 25 3
15 25 5
15 25 6
15 25 10
15 25 15
15 25 30
15 26 31
15 27 4
15 27 8
15 27 16
15 27 32
15 28 3
15 28 11
15 28 33
15 29 17
15 29 34
15 30 5
15 30 7
15 30 35
15 31 3
15 31 4
15 31 6
15 31 9
15 31 12
15 31 18
15 31 36
15 33 19
15 34 3
15 34 13
15 35 4
15 35 5
15 35 8
15 35 10
15 35 20
16 0 3
16 1 4
16 2 5
16 3 3
16 3 6
16 4 7
16 5 4
16 5 8
16 6 3
16 6 9
16 7 5
16 7 10
16 8 11
16 9 3
16 9 4
16 9 6
16 9 12
16 10 13
16 11 7
16 11 14
16 12 3
16 12 5
16 12 15
16 13 4
16 13 8
16 13 16
16 14 17
16 15 3
16 15 6
16 15 9
16 15 18
16 16 19
16 17 4
16 17 5
16 17 10
16 17 20
16 18 3
16 18 7
16 18 21
16 19 11
16 19 22
16 20 23
16 21 3
16 21 4
16 21 6
16 21 8
16 21 12
16 21 24
16 22 5
16 22 25
16 23 13
16 23 26
16 24 3
16 24 9
16 24 27
16 25 4
16 25 7
16 25 14
16 25 28
16 26 29
16 27 3
16 27 5
16 27 6
16 27 10
16 27 15
16 27 30
16 28 31
16 29 4
16 29 8
16 29 16
16 29 32
16 30 3
16 30 11
16 30 33
16 31 17
16 31 34
16 32 5
16 32 7
16 32 35
16 33 3
16 33 4
16 33 6
16 33 9
16 33 12
16 33 18
16 33 36
16 35 19
16 36 3
16 36 13
17 2 3
17 3 4
17 4 5
17 5 3
17 5 6
17 6 7
17 7 4
17 7 8
17 8 3
17 8 9
17 9 5
17 9 10
17 10 11
17 11 3
17 11 4
17 11 6
17 11 12
17 12 13
17 13 7
17 13 14
17 14 3
17 14 5
17 14 15
17 15 4
17 15 8
17 15 16
17 16 17
17 17 3
17 17 6
17 17 9
17 17 18
17 18 19
17 19 4
17 19 5
17 19 10
17 19 20
17 20 3
17 20 7
17 20 21
17 21 11
17 21 22
17 22 23
17 23 3
17 23 4
17 23 6
17 23 8
17 23 12
17 23 24
17 24 5
17 24 25
17 25 13
17 25 26
17 26 3
17 26 9
17 26 27
17 27 4
17 27 7
17 27 14
17 27 28
17 28 29
17 29 3
17 29 5
17 29 6
17 29 10
17 29 15
17 29 30
17 30 31
17 31 4
17 31 8
17 31 16
17 31 32
17 32 3
17 32 11
17 32 33
17 33 17
17 33 34
17 34 5
17 34 7
17 34 35
17 35 3
17 35 4
17 35 6
17 35 9
17 35 12
17 35 18
17 35 36
18 1 3
18 1 4
18 1 5
18 1 6
18 1 7
18 1 8
18 1 9
18 1 10
18 1 11
18 1 12
18 1 13
18 1 14
18 1 15
18 1 16
18 1 17
18 1 18
18 1 19
18 1 20
18 1 21
18 1 22
18 1 23
18 1 24
18 1 25
18 1 26
18 1 27
18 1 28
18 1 29
18 1 30
18 1 31
18 1 32
18 1 33
18 1 34
18 1 35
18 1 36
18 4 3
18 5 4
18 6 5
18 7 3
18 7 6
18 8 7
18 9 4
18 9 8
18 10 3
18 10 9
18 11 5
18 11 10
18 12 11
18 13 3
18 13 4
18 13 6
18 13 12
18 14 13
18 15 7
18 15 14
18 16 3
18 16 5
18 16 15
18 17 4
18 17 8
18 17 16
18 18 17
18 19 3
18 19 6
18 19 9
18 19 18
18 20 19
18 21 4
18 21 5
18 21 10
18 21 20
18 22 3
18 22 7
18 22 21
18 23 11
18 23 22
18 24 23
18 25 3
18 25 4
18 25 6
18 25 8
18 25 12
18 25 24
18 26 5
18 26 25
18 27 13
18 27 26
18 28 3
18 28 9
18 28 27
18 29 4
18 29 7
18 29 14
18 29 28
18 30 29
18 31 3
18 31 5
18 31 6
18 31 10
18 31 15
18 31 30
18 32 31
18 33 4
18 33 8
18 33 16
18 33 32
18 34 3
18 34 11
18 34 33
18 35 17
18 35 34
18 36 5
18 36 7
18 36 35
19 0 4
19 0 8
19 0 16
19 1 17
19 2 3
19 2 6
19 2 9
19 2 18
19 3 19
19 4 4
19 4 5
19 4 10
19 4 20
19 5 3
19 5 7
19 5 21
19 6 11
19 6 22
19 7 23
19 8 3
19 8 4
19 8 6
19 8 8
19 8 12
19 8 24
19 9 5
19 9 25
19 10 13
19 10 26
19 11 3
19 11 9
19 11 27
19 12 4
19 12 7
19 12 14
19 12 28
19 13 29
19 14 3
19 14 5
19 14 6
19 14 10
19 14 15
19 14 30
19 15 31
19 16 4
19 16 8
19 16 16
19 16 32
19 17 3
19 17 11
19 17 33
19 18 17
19 18 34
19 19 5
19 19 7
19 19 35
19 20 3
19 20 4
19 20 6
19 20 9
19 20 12
19 20 18
19 20 36
19 22 19
19 23 3
19 23 13
19 24 4
19 24 5
19 24 8
19 24 10
19 24 20
19 26 3
19 26 6
19 26 7
19 26 14
19 26 21
19 28 4
19 28 11
19 28 22
19 29 3
19 29 5
19 29 9
19 29 15
19 30 23
19 32 3
19 32 4
19 32 6
19 32 8
19 32 12
19 32 16
19 32 24
19 33 7
19 34 5
19 34 10
19 34 25
19 35 3
19 35 17
19 36 4
19 36 13
19 36 26
20 0 3
20 0 5
20 0 15
20 1 4
20 1 8
20 1 16
20 2 17
20 3 3
20 3 6
20 3 9
20 3 18
20 4 19
20 5 4
20 5 5
20 5 10
20 5 20
20 6 3
20 6 7
20 6 21
20 7 11
20 7 22
20 8 23
20 9 3
20 9 4
20 9 6
20 9 8
20 9 12
20 9 24
20 10 5
20 10 25
20 11 13
20 11 26
20 12 3
20 12 9
20 12 27
20 13 4
20 13 7
20 13 14
20 13 28
20 14 29
20 15 3
20 15 5
20 15 6
20 15 10
20 15 15
20 15 30
20 16 31
20 17 4
20 17 8
20 17 16
20 17 32
20 18 3
20 18 11
20 18 33
20 19 17
20 19 34
20 20 5
20 20 7
20 20 35
20 21 3
20 21 4
20 21 6
20 21 9
20 21 12
20 21 18
20 21 36
20 23 19
20 24 3
20 24 13
20 25 4
20 25 5
20 25 8
20 25 10
20 25 20
20 27 3
20 27 6
20 27 7
20 27 14
20 27 21
20 29 4
20 29 11
20 29 22
20 30 3
20 30 5
20 30 9
20 30 15
20 31 23
20 33 3
20 33 4
20 33 6
20 33 8
20 33 12
20 33 16
20 33 24
20 34 7
20 35 5
20 35 10
20 35 25
20 36 3
20 36 17
21 0 7
21 0 14
21 1 3
21 1 5
21 1 15
21 2 4
21 2 8
21 2 16
21 3 17
21 4 3
21 4 6
21 4 9
21 4 18
21 5 19
21 6 4
21 6 5
21 6 10
21 6 20
21 7 3
21 7 7
21 7 21
21 8 11
21 8 22
21 9 23
21 10 3
21 10 4
21 10 6
21 10 8
21 10 12
21 10 24
21 11 5
21 11 25
21 12 13
21 12 26
21 13 3
21 13 9
21 13 27
21 14 4
21 14 7
21 14 14
21 14 28
21 15 29
21 16 3
21 16 5
21 16 6
21 16 10
21 16 15
21 16 30
21 17 31
21 18 4
21 18 8
21 18 16
21 18 32
21 19 3
21 19 11
21 19 33
21 20 17
21 20 34
21 21 5
21 21 7
21 21 35
21 22 3
21 22 4
21 22 6
21 22 9
21 22 12
21 22 18
21 22 36
21 24 19
21 25 3
21 25 13
21 26 4
21 26 5
21 26 8
21 26 10
21 26 20
21 28 3
21 28 6
21 28 7
21 28 14
21 28 21
21 30 4
21 30 11
21 30 22
21 31 3
21 31 5
21 31 9
21 31 15
21 32 23
21 34 3
21 34 4
21 34 6
21 34 8
21 34 12
21 34 16
21 34 24
21 35 7
21 36 5
21 36 10
21 36 25
22 0 13
22 1 7
22 1 14
22 2 3
22 2 5
22 2 15
22 3 4
22 3 8
22 3 16
22 4 17
22 5 3
22 5 6
22 5 9
22 5 18
22 6 19
22 7 4
22 7 5
22 7 10
22 7 20
22 8 3
22 8 7
22 8 21
22 9 11
22 9 22
22 10 23
22 11 3
22 11 4
22 11 6
22 11 8
22 11 12
22 11 24
22 12 5
22 12 25
22 13 13
22 13 26
22 14 3
22 14 9
22 14 27
22 15 4
22 15 7
22 15 14
22 15 28
22 16 29
22 17 3
22 17 5
22 17 6
22 17 10
22 17 15
22 17 30
22 18 31
22 19 4
22 19 8
22 19 16
22 19 32
22 20 3
22 20 11
22 20 33
22 21 17
22 21 34
22 22 5
22 22 7
22 22 35
22 23 3
22 23 4
22 23 6
22 23 9
22 23 12
22 23 18
22 23 36
22 25 19
22 26 3
22 26 13
22 27 4
22 27 5
22 27 8
22 27 10
22 27 20
22 29 3
22 29 6
22 29 7
22 29 14
22 29 21
22 31 4
22 31 11
22 31 22
22 32 3
22 32 5
22 32 9
22 32 15
22 33 23
22 35 3
22 35 4
22 35 6
22 35 8
22 35 12
22 35 16
22 35 24
22 36 7
23 0 3
23 0 4
23 0 6
23 0 12
23 1 13
23 2 7
23 2 14
23 3 3
23 3 5
23 3 15
23 4 4
23 4 8
23 4 16
23 5 17
23 6 3
23 6 6
23 6 9
23 6 18
23 7 19
23 8 4
23 8 5
23 8 10
23 8 20
23 9 3
23 9 7
23 9 21
23 10 11
23 10 22
23 11 23
23 12 3
23 12 4
23 12 6
23 12 8
23 12 12
23 12 24
23 13 5
23 13 25
23 14 13
23 14 26
23 15 3
23 15 9
23 15 27
23 16 4
23 16 7
23 16 14
23 16 28
23 17 29
23 18 3
23 18 5
23 18 6
23 18 10
23 18 15
23 18 30
23 19 31
23 20 4
23 20 8
23 20 16
23 20 32
23 21 3
23 21 11
23 21 33
23 22 17
23 22 34
23 23 5
23 23 7
